59,95.66666666666667,307.0
60,95.55555555555556,307.0
61,95.33333333333333,306.8888888888889
62,95.11111111111111,306.77777777777777
63,94.88888888888889,306.6666666666667
64,94.66666666666667,306.55555555555554
65,94.33333333333333,306.3333333333333
66,94.11111111111111,306.1111111111111
67,93.88888888888889,305.8888888888889
68,93.66666666666667,305.6666666666667
43,93.44444444444444,305.3333333333333
44,93.33333333333333,305.1111111111111
45,93.22222222222223,304.8888888888889
46,93.11111111111111,304.6666666666667
47,93.0,304.44444444444446
48,93.0,304.3333333333333
49,92.88888888888889,304.1111111111111
50,92.77777777777777,303.8888888888889
51,92.66666666666667,303.6666666666667
52,92.55555555555556,303.55555555555554
53,92.44444444444444,303.44444444444446
54,92.33333333333333,303.3333333333333
55,92.11111111111111,303.1111111111111
56,91.88888888888889,302.8888888888889
57,91.66666666666667,302.6666666666667
58,91.55555555555556,302.55555555555554
69,91.33333333333333,302.44444444444446
70,91.11111111111111,302.3333333333333
71,90.88888888888889,302.1111111111111
72,90.66666666666667,301.8888888888889
73,90.44444444444444,301.6666666666667
74,90.33333333333333,301.55555555555554
75,90.22222222222223,301.3333333333333
76,90.11111111111111,301.1111111111111
77,90.0,300.8888888888889
78,90.0,300.6666666666667
79,90.0,300.3333333333333
80,90.0,300.1111111111111
81,89.88888888888889,299.8888888888889
82,89.77777777777777,299.6666666666667
37,89.66666666666667,299.3333333333333
38,89.55555555555556,299.1111111111111
39,89.44444444444444,298.8888888888889
40,89.33333333333333,298.6666666666667
41,89.22222222222223,298.3333333333333
42,89.11111111111111,298.1111111111111
83,89.0,297.8888888888889
84,89.0,297.6666666666667
85,88.88888888888889,297.44444444444446
86,88.77777777777777,297.3333333333333
32,88.66666666666667,297.1111111111111
33,88.55555555555556,296.8888888888889
34,88.44444444444444,296.6666666666667
35,88.33333333333333,296.55555555555554
36,88.22222222222223,296.3333333333333
87,88.11111111111111,296.1111111111111
88,88.0,295.8888888888889
89,88.0,295.6666666666667
26,88.0,295.3333333333333
27,88.0,295.1111111111111
28,87.88888888888889,294.8888888888889
29,87.77777777777777,294.6666666666667
30,87.66666666666667,294.44444444444446
31,87.55555555555556,294.3333333333333
90,87.44444444444444,294.22222222222223
91,87.33333333333333,294.1111111111111
92,87.22222222222223,293.8888888888889
93,87.11111111111111,293.77777777777777
94,87.0,293.6666666666667
95,87.0,293.55555555555554
96,87.0,293.3333333333333
24,87.0,293.1111111111111
25,87.0,292.8888888888889
97,87.0,292.6666666666667
98,87.0,292.44444444444446
99,87.0,292.3333333333333
21,87.0,292.1111111111111
22,87.0,291.8888888888889
23,87.0,291.6666666666667
100,87.0,291.55555555555554
101,87.0,291.44444444444446
16,87.0,291.3333333333333
17,87.0,291.22222222222223
18,87.0,291.1111111111111
19,87.0,290.8888888888889
20,87.0,290.77777777777777
102,87.0,290.6666666666667
103,87.0,290.55555555555554
104,87.0,290.44444444444446
105,87.0,290.3333333333333
14,87.0,290.22222222222223
15,87.0,290.1111111111111
106,86.88888888888889,290.0
107,86.77777777777777,290.0
108,86.66666666666667,290.0
109,86.55555555555556,290.0
110,86.44444444444444,290.0
12,86.33333333333333,290.0
13,86.22222222222223,290.0
111,86.11111111111111,290.0
112,86.0,290.0
113,86.0,290.0
8,86.0,289.8888888888889
9,86.0,289.77777777777777
10,86.0,289.6666666666667
11,86.0,289.55555555555554
114,86.0,289.44444444444446
115,86.0,289.3333333333333
116,86.0,289.22222222222223
117,86.0,289.1111111111111
118,86.0,289.0
119,86.0,289.0
120,86.11111111111111,289.0
121,86.22222222222223,289.0
122,86.33333333333333,289.0
123,86.44444444444444,289.0
124,86.55555555555556,289.0
125,86.66666666666667,289.0
126,86.77777777777777,289.0
127,86.88888888888889,289.0
128,87.0,289.0
129,87.0,289.0
130,87.0,289.0
131,87.0,289.0
132,87.0,289.0
133,87.0,289.0
134,87.0,289.0
135,87.0,289.0
136,87.0,289.0
137,87.0,289.0
138,87.0,289.0
139,87.0,289.0
140,87.0,289.0
141,87.0,289.0
142,87.0,289.0
143,87.0,289.0
144,87.0,289.0
145,87.0,289.0
146,87.0,289.0
147,87.0,289.0
148,87.11111111111111,289.0
149,87.22222222222223,289.0
150,87.33333333333333,289.0
151,87.44444444444444,289.0
152,87.55555555555556,289.0
153,87.66666666666667,289.0
154,87.77777777777777,289.0
155,87.88888888888889,289.0
156,88.11111111111111,289.0
157,88.22222222222223,289.0
158,88.33333333333333,289.0
158,88.44444444444444,289.0
159,88.55555555555556,289.0
160,88.66666666666667,289.0
161,88.88888888888889,289.0
162,89.11111111111111,289.0
163,89.33333333333333,289.0
164,89.44444444444444,289.0
164,89.55555555555556,289.0
165,89.66666666666667,289.0
166,89.77777777777777,289.0
167,89.88888888888889,289.0
168,90.0,289.0
169,90.0,289.0
170,90.0,289.0
171,90.0,289.0
172,90.0,289.1111111111111
173,90.0,289.22222222222223
174,90.11111111111111,289.3333333333333
